Model Name,Date,Price,Information
판매(안전) 아이폰12pro 골드 128기가 상태최상 40만원,2024.06.03. 09:04,"400,000원","아이폰 12프로 골드 128기가 상태최상 입니다
위에 모서리 아주살짝 찍힘 있구요
잔상 및 기능 이상 없구요 모두 작동 잘됩니다
배터리 74프로구요 케이스까지 모두 다 해서
40만원에드립니다 직거래는 평택 고덕동 입니다"
판매(안전) 아이폰 11프로 스페이스그레이 65GB 판매합니다,2024.06.03. 08:53,"210,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
11프로 스페이스그레이 64GB 입니다
풍경사진 찍으면 카메라 멍 현상 살짝 있습니다
택포 가격입니다"
판매(안전) 아이폰 5s,2024.06.03. 00:59,"30,000원",
판매(안전) 아이폰6s+ 로즈골드 판매,2024.06.03. 00:47,"160,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
로즈골드 6s+ 판매합니다.
하단에 생활기스 있는거 빼고는 버튼 정상 작동하구요
홈버튼도 괜찮습니다. 하단기스도 케이스끼면 안보여서 문제는 전혀 없어요..! 카메라 용도로 좀 쓰다가 소장용으로 가지고 있는거라서 가지거 있다가 판매합니다
택배는 우체국택배 3000원 보내주셔야 합니다
다른 택배는 문의주세요!"
판매(안전) 아이폰12 블랙 128gb 판매합니다.,2024.06.02. 23:52,"300,000원","아이폰12 블랙 128GB 판매합니다.
2022년 초중반 SK에서 개통하여 1달전까지 사용하다 판매합니다.
테두리 까짐 있으며, 후면 유리 생활기스 약간 있습니다. 전면액정은 필름 부착하여 사용해왔습니다.(현재 안티글레어 강화유리 필름 부착)
배터리 효율 77%입니다. 수리이력은 없습니다.
구매시 마지막 사진의 케이블, 케이스 드립니다(케이스 역시 사용감 있습니다.)
광주광역시 남구/광산구에서 직거래 가능하며, 그 외 지역 택배거래 가능합니다. (택배거래시 5천원 추가)"
판매(안전) 아이폰 12 프로 128기가 판매합니다,2024.06.02. 22:02,"430,000원","뒷판 밑쪽에 작은 흠집이 있습니다
직거래는 대구 가능합니다. 연락주세요
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 케스티파이 아이폰15,2024.06.02. 20:10,"50,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 13프로 128기가 시에라블루 효율 S급 판매,2024.06.02. 19:18,"700,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 XS 64기가 네이비,2024.06.02. 14:13,"175,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰 XS 64 g 이고
네이비 색상 입니다.
풀박스 입니다.
배터리 77프로
실리콘커버 및 앞면 방탄 커버 사용으로
거의 기스가 없네요
한가지
페이스 아이디.안되는 것
외엔 다 정상 입니다.
17만5천원
우체국 택배비 포함 입니다.
기존 박스 위에 또 한번 뽁뽁이로
확실하게 포장해 보내 드릴께요.
순천지역은 직거래는
17만원에 가능 해요.
실리콘케이스포함
네고나
반품 환불 안 되니
확실하게 하실 분만 연락 주세요."
"판매(안전) 아이폰11프로 64 새액정, 새배터리",2024.06.02. 12:43,"220,000원","아이폰11프로 64입니다. 사설로 새액정, 배터리 교환해놓았습니다. 방수실링도 새걸로 붙였습니다.
페이스 아이디 잘됩니다. 현장에서 확인하고 초기화 시켜 드립니다.
옆부분에 자잘한 기스는 있습니다. 민감하시면 지나가세요.
액정은 새액정 장착하고 보호필름도 그대로 장착된 상태입니다. 구매하시고 강회유리 장착하시면 됩니다. 강화유리 새것 하나 드립니다.
보고 싶은 정보 있으면 적극적으로 요청해주세요. 다 찍어서 보내드립니다.
액정은 5.28교환, 배터리는 6개월정도 되었습니다.
가격 조정은 어렵습니다. 네고문의는 사절입니다.
평일, 일요일 성남 산성역 포레스티아에서 거래 가능합니다.
토요일 오전 분당 정자동 샘물교회 근처서 거래 가능합니다.
파손면책 동의하시면 택배거래도 가능합니다."
판매(안전) 아이폰 se2 블랙 64기가 10만,2024.06.02. 05:14,"100,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 12프로 128gb,2024.06.01. 22:15,"400,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰 12프로 128기가 스그 색상 판매합니다
사용기간 2년정도
생활기스있습니다 그외에 액정깨짐 , 파손 없습니다
직거래는 광주광역시에서합니다."
판매(안전) 갤럭시s24 울트라 512 자급제로 아이폰 15 프로맥스랑 교환 원합니다,2024.06.01. 16:34,"200,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
갤럭시s24 울트라 512 자급제로 아이폰 15 프로맥스랑 교환 원합니다 추금 드릴 의향도 있습니다"
판매(안전) 아이폰 정품 고속충전 케이블(c타입-라이트닝) 3개 일괄판매,2024.06.01. 14:08,"30,000원","───────
일괄판매"
판매(안전) 아이폰 14프로 512gb 스페이스블랙 팝니다,2024.06.01. 09:59,"950,000원","사진과 같이 사용전 부터 필름을 미리 구매하고 대기하다가 도착하자마자 붙여서 사용하느라 깔끔하게 사용하였습니다.
미세한 기스 조차 없으며 찍힘이나 상처는 더더욱 없습니다.
A/S 받은 적 없고 파손된적 없습니다.
충전케이블은 꺼내지도 않았습니다.
사진은 보호필름이 모두 제거된 상태입니다.
약간의 네고나 흥정은 가능하고 구매하시는 분께는 알콜스왑 2개 같이 드립니다.
제조 : 22년 9월
구매 : 22년 10월
배터리 효율 : 84%
녹번역 인근 또는 서울시내에서 장소와 시간 협의 후 거래 가능합니다.
010-37사4-1일오1"
판매(안전) [급처] [미개봉] 아이폰15 프로맥스 1TB,2024.06.01. 00:03,"2,000,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰13미니 512기가 배터리효율100%,2024.05.31. 21:11,"880,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰15 화이트 128기가 팝니다 인천송도 직거래 희망판매합니다,2024.05.31. 17:50,"800,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰15프로 색상 화이트 128기가 판매합니다
1월 초 구매했고 깨끗하게 사용했습니다
생활기스 조차도 없어요
직거래 장소 인천 송도에서 가능합니다
쿨 거래 시 에누리 조금 가능합니다
010-8772-7604 전화나 문자 남겨주세요"
판매(안전) 아이폰15 256 핑크 풀박스 배터리 100,2024.05.31. 16:56,"980,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
❤️대구 지역내 직거래 가능 택배 거래 가능
아이폰 15 256 핑크 컬러 끝에 찍힘 한군대 있습니다 확인 꼭 해주시고 직접 보시고 거래 하셔도 돼용
010-7594-2105로 문자 문의 주시면 빠르게 확인 가능합니다!
박스안에 그대로 있습니다 전부 다 드려요!
분실폰 절대 아닙니다 ㅜ 제폰 맞아요 연락 주세용~"
판매(안전) 애플 아이폰14 프로 256g 팝니다,2024.05.31. 15:47,"890,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
애플 아이폰14 프로 256g 팝니다.
진짜 아끼면서 사용해서 외관 깨끗합니다.
배터리효율은 83%이고 , 박스는 있는데 구성품은 없습니다.
제품특성상 직거래 선호하고요, 택배거래도 거래됩니다~
(대구 달서구 이곡동)"
판매(안전) 아이폰 XR 블랙 128gb 배터리성능 86%,2024.05.31. 13:28,"200,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) [가격인하] 케이스티파이 아이폰 14 프로 (casetify 14 pro) HK 심볼 링스탠드+맥세이프,2024.05.31. 10:34,"50,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
링스탠드+맥세이프 있는 HK 무늬 케이스티파이 팝니다.
미개봉한 새것입니다. 지금 제가 쓰고 있는 사진을
아이폰 14 프로 사이지이구요."
판매(안전) 아이폰 15 프로 자급제 256G 티타늄화이트,2024.05.31. 07:46,"1,250,000원","사진 촬영때문에 박스만 개봉
미사용품 입니다
010-8178-4186
직거래 강원도"
판매(안전) 아이폰 xr 판매,2024.05.30. 17:16,"190,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 ""상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰12미니 64기가 블랙,2024.05.30. 17:08,"100,000원","액정 사설업체에서 1달전에 바꿔서 깨끗합니다.
배터리는 1년전쯤에 역시 사설업체에서 바꿔서 몇 %인지 알수가 없네요
간혹 일시적으로 터치 멈춤현상이 발생합니다.
010-3289-9408
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) [아이폰13pro] 그래파이트 256GB 애플 트레이드인 가능용 판매합니다.,2024.05.30. 13:23,"470,000원","안녕하세요 아이폰 13pro 256GB 그래파이트 판매합니다.
제품은 보시는것처럼 카메라 부분이 깨져있어요
카메라 사용하시는데 문제 없고.
0.5배 광각 제외하고 1.0배, 2.0배로 사용 가능 합니다.
그외에는 필름하고 커버 잘 씌우고 써서
큰 기스는 없고 생활기는 조금 있습니다.
- 아이폰 카메라 설정가면 정품인지 확인하기 어렵다는 경고창은 뜹니다!
애플 매장에서 trade in 검사 받았을때 490,000원 매입 가능하다고 컨설팅 받았습니다.
저렴하게 매입해서 편하게 쓰시다 트레이드 인 하실분
연락주세요!"
판매(안전) 아이폰 xs max 64기가 블랙,2024.05.30. 09:53,"240,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰 xs max 입니다
40대 아재라 게임은 하지 않고 주식 인터넷 카톡만 사용하느라 상태가 괜찮습니다
배터리는 사설 교체로 얼마 안되었는데 상태는 뜨지 않습니다 쓰다가 정품교환 해도 되겠네요
액정은 그대로 입니다
아무 통신사 사용가능합니다
구매자를 위해 안전거래로 합니다
택배도 안심하고 이용가능합니다"
판매(안전) [미개봉자급제 / 쿠팡자급제] 아이폰 15 프로 (pro) 128기가 125만원(택포) 팝니다.,2024.05.30. 09:33,"1,250,000원","[미개봉자급제 / 쿠팡자급제]
아이폰 15 프로 (pro) 128기가 125만원(택포) 팝니다.
직거래가능
(경기도 성남시 수정구 둔전교회/ 직접오시면 만원 빼드립니다)
(네츄럴티타늄,
블랙(거래예약중), 블루티타늄, 화이트티타늄)
애플케어 추가시 (추가비용 320,000원) + 1,250,000원 (1,570,000원)
당일 구매시 익일발송입니다.
안전거래 가능 (안전거래 수수료 구매자 부담)
택배 발송 후 반품 불가입니다."
판매(안전) 아이폰15 플러스 128기가 블랙,2024.05.30. 08:50,"1,050,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰 15 플러스
블랙
128기가
유심만 넣고 쓰시면 되구요
직거래만 해요
문의주시면 빠른답변 드리겠습니다
직거래 위치는 인천 부평동이에요
01공 514공 956공"
판매(안전) 아이폰8 플러스 64G 19만원에 판매 합니다,2024.05.30. 08:39,"190,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰8플러스 64G 입니다.
네비용으로만 사용했습니다.
찍힘은 사진과 같이 하단 양쪽에 2군데 있으며, 액정에는 잔스크래치들이 있지만 크게 신경쓰이는 정도는 아닙니다.
가격은 19만원(네고X)이며, 연락은 업무상 전화보단 메세지로 주시면 답장 드리겠습니다.
공일공-삼구영사-구팔삼육"
판매(안전) 아이폰12프로맥스 고장폰 화면안나옴,2024.05.29. 22:54,"150,000원","아이폰12 프로맥스 128기가
앞 유리 깨짐외엔 외관은 멀쩡하지만 화면 안나와서(전원 안들어와요) 공식서비스 센터에선 넘 비싸서 그냥 아이폰15프로맥스로 새로 갈아타서 팔아요!
장식용으로 아니면 혹시나? 금손이신분들 있으실까해서 올려봐요 15- 20만원 정도 생각중인데 얼마에 올려야 할지 몰라서 더 저렴해야하나요? 어차피 못써서 방치중이라 네고도 가능하니 연락주세요!
010 이87사 25일0입니다."
판매(안전) (S급 풀박) 아이폰14 프로 512 실버,2024.05.29. 22:04,"1,100,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
2022.11월에 KT로 개통해서 사용한 폰입니다
잔상 멍 잔고장 긁힘 기스 일체 없는 S급 실버색상
결벽증 있는 주인이 강화유리,케이스 장착 후 매일 알콜로 액정 소독해서 사용했어요
배터리 효율 90 나옵니다~
박스안에 케이블은 사용도 안했어요 박풀로 드립니다"
판매(안전) 개인) 아이폰15 플러스 plus 128기가 핑크 S급팝니다 + 애플케어,2024.05.29. 20:47,"1,100,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 보야 BY-A7H 아이폰 마이크,2024.05.29. 19:32,"10,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
사진이 보듯 보야 헨드폰 마이크 입니다.
한번쓰고 안쓴 제품입니다
10000원
직거래 저녁 인천 송도
낮시간에는 염창동"
판매(안전) 아이폰 15 프로 256GB 블루티타늄 판매합니다,2024.05.29. 14:33,"1,300,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
"판매(안전) 아이폰15프로맥스 512G 미개봉 자급제 블랙,블루 안전거래가능",2024.05.29. 11:50,"1,790,000원",※ 카페
판매(안전) 아이폰12프로 골드 128기가 35만원,2024.05.29. 11:14,"350,000원","※ 아이폰12프로 128기가 외관상 상태 아주 깨끗하고요 라이트모드에서먀 화면 밑에 약간잔상 있구요 보시다시피 다크모드에서는 아주깨끗합니다
배터리 77%구요 직거래는 평택고덕동 입니다
35만원에드립니다"
판매(안전) 애플 정품 아이폰 14 프로 1테라 애플케어 팝니다,2024.05.29. 10:54,"1,290,000원","애플 정품 아이폰 14프로 1TB 팝니다
1) 기종 : 아이폰14 PRO
2) 색상 : 스페이스 블랙
3) 용량 : 1테라
4) 구성품 : 기기본체, 박스, 최초제공 케이블
5) 특이사항 : 애플케어(2024년 10월 7일까지)
6) 기기상태 : 사용감 일부 있음(사진)
7) 배터리 : 배터리 상태 80%
8) 거래장소 : 공덕역 3번출구
애플케어 가입되어 있는 기기이며,
배터리 80% 이하로 내려가면 애플스토어에서
배터리 공짜로 교체받으실수 있습니다.
애플케어 기간내에는 리퍼도 가능합니다.
직거래는 공덕역3번출구에서만 합니다.
010-2639-9167 연락주세요"
